text_en,text_de,text_fr,text_es,intent,intent_index
"During tea time, what animated movies will be screening at the closest movie house?",Was für animierte Movies werden im Closest-Movie-Haus gefilmt?,"During tea time, qu'est-ce que les movies animées vont faire dans la maison de movie la plus exquise?","Tea time during, what modificado de los años noventa será screening at la casa más cercana de los años noventa?",SearchScreeningEvent,6
Where can I see Young Goethe in Love?,Kann ich den jungen Goethe in Liebe sehen?,Qu'est-ce que je peux faire de Young Goethe dans l'Amour?,¿Puedo ver a Young Goethe enamorado?,SearchScreeningEvent,6
Find movie schedules.,Find movie schedules.,Find movie schedules.,Find de los schedules de la década de los noventa.,SearchScreeningEvent,6
find Chained Heat,Find Chained Heat,Find Chained Heat,Find Chained Heat,SearchScreeningEvent,6
What time is The Secretary playing at the movie theatre?,Wann spielt der Sekretär im movie theatre?,C'est l'heure de jouer au théâtre de movie?,What time es el Secretary jugando at el teatro de los noventa?,SearchScreeningEvent,6
what time is Dark World showing at Consolidated Theatres,was time ist Dark World Showing in Consolidated Theatres,L'heure est venue de voir Dark World au Consolidated Theatres,¿Qué es Dark World mostrando at Consolidated Theatres,SearchScreeningEvent,6
What is the nearest movie house playing George Washington Slept Here,Was ist die nearest movie house spielen George Washington Slept Here,What est la maison la plus nearest movie jouant George Washington Slept Here,What es la casa más neare de la obra de teatro George Washington Slept Here,SearchScreeningEvent,6
Which animated movies are being screened at Marcus Corporation?,Welche animierten Filme werden bei Marcus Corporation gescreent?,Les movies animées ont été incrustées à Marcus Corporation?,¿Qué hay de la corporación Marcus?,SearchScreeningEvent,6
What are the showtimes for Boy of Mine,Was sind die Showtimes für Boy of Mine,What are the showtimes for Boy of Mine,What are los tiempos del espectáculo para Boy of Mine,SearchScreeningEvent,6
what time is The Eddy Duchin Story playing,was time ist The Eddy Duchin Story spielen,L'heure est venue de jouer à Eddy Duchin Story,¿Qué es lo que está jugando Eddy Duchin Story?,SearchScreeningEvent,6
Show me the closest movie house playing An Unfinished Life at eight pm.,"Zeigen Sie mir das Closest Movie House, das ein unentschlossenes Leben bei ight pm spielt.",Montrez-moi la maison de movie la plus exquise jouant à une vie infinie à eight pm.,"Muéstrame la casa más cercana de la ciudad tocando ""Una vida sin fin"" a la derecha.",SearchScreeningEvent,6
can I get the showings for films at the nearest cinema in 1 minute,kann ich die Shows für Filme im nearest cinema in 1 Minute,Puis-je faire les showings pour les films à la cinema la plus nearest en 1 minute,¿Puedo conseguir los espectáculos para películas at el cine más nearest en 1 minuto,SearchScreeningEvent,6
What are the showtimes for Beware! The Blob at Plitt Theatres?,Was sind die Showtimes für Vorsicht! Der Blob bei Plitt Theatres?,Qu'est-ce que c'est que le showtime pour se méfier!,¡Cuidado! ¿El Blob at Plitt Theatres?,SearchScreeningEvent,6
What are the movie times for the Caribbean Cinemas?,Was sind die Movie-Zeiten für die Caribbean Cinemas?,C'est l'heure des films de Caribbean?,¿Dónde están los diezmos de los cinemas del Caribe?,SearchScreeningEvent,6
Give me the showtimes for Sign of the Anchor.,Geben Sie mir die Showtimes für das Zeichen der Anchor.,Donne-moi les showtimes pour Sign of the Anchor.,Dame los showtimes de Signo del Anchor.,SearchScreeningEvent,6
Where is The Man with a Cross playing,Where ist der Mann mit einem Crossplaying,Where est l'homme avec une croix jouant,Where es el hombre con una cruz jugando,SearchScreeningEvent,6
Find the schedule for Salt of the Black Earth at the closest movie house.,Findet das Schedule für Salt der Schwarzen Erde im closest movie house.,Find le schedule pour le Salt de la Terre Noire à la maison de movie la plus exquise.,Find el schedule para Salt de la Tierra Negra at la casa más cercana de la década de los noventa.,SearchScreeningEvent,6
When will The Boys Next Door be playing at the nearest  movie house,When will The Boys Next Door spielen im nearest movie house,When will The Boys Next Door jouera dans la maison la plus nearest movie,When will The Boys Next Door está jugando a la casa más bonita de la década de los noventa.,SearchScreeningEvent,6
is Tarzan of the Apes playing at Cobb Theatres,ist Tarzan von den Apes spielen in Cobb Theatern,Tarzan des Apes joue au Cobb Theatres,es Tarzán de los Simios jugando at Cobb Theatres,SearchScreeningEvent,6
I want to watch Looney Tunes Platinum Collection: Volume 1 at a movie theatre,Ich möchte Looney Tunes Platinum Collection sehen: Volume 1 bei einem movie theatre,Je veux regarder Looney Tunes Platinum Collection: Volume 1 dans un théâtre de movie,Quiero ver la colección Looney Tunes Platinum: Volume 1 at a l'atre,SearchScreeningEvent,6
Show me Dombey and Son movies.,Zeigen Sie mir Dombey und Son-Movies.,Montre-moi Dombey et Son movies.,Muéstrame a Dombey y a Hijo en los cines.,SearchScreeningEvent,6
What are the movie schedules for animated movies close by,Was sind die movie schedules für animierte movies close von,What are les movie schedules pour les movies animées près de,What are los schedules de los años noventa para los años noventa excluidos cerca de,SearchScreeningEvent,6
Can I get the showtimes for films at the closest movie house.,Kann ich die Showzeiten für Filme im closest movie house bekommen?,Puis-je organiser le showtimes pour les films de la maison de movie la plus exquise.,¿Puedo conseguir los showtimes de las películas en la casa más cercana de la década de los noventa?,SearchScreeningEvent,6
tell me the movie schedule,Sagen Sie mir das Movie Schedule.,tell me la movie schedule,llámenme al schedule de la década de los noventa.,SearchScreeningEvent,6
what's the nearest cinema showing The Death of Stalinism in Bohemia 1 second from now,was ist das nearest cinema zeigt den Tod des Stalinismus in Bohemia 1 second von jetzt,Quat est la plus nearest cinema montrant La Déesse du Stalinisme en Bohème 1 seconde de Now,¿Cuál es el cine más nearest mostrando la muerte de Stalinism en Bohemia 1Second de now,SearchScreeningEvent,6
I want to know what movies are showing at the nearest movie house.,"Ich möchte wissen, was Movies im nearest movie house zeigen.",Je veux savoir qu'il y a des movies dans la maison de movie la plus sombre.,Quiero saber qué es lo que muestra la casa más bonita de la ciudad.,SearchScreeningEvent,6
Find the schedule for The Nightmare six hours from now at the nearest cinema.,Find das Schedule für die Nightmare six hours aus jetzt am nearest cinema.,Find le schedule pour The Nightmare six hours de now à la cinema la plus nearest.,Find the schedule for The Nightmare six hours from now at the nearest cinema.,SearchScreeningEvent,6
find The Bride,Find Die Bride,Find La Mariée,Find The Bride,SearchScreeningEvent,6
find movie schedules,find movie schedules,les schedules de tourbières de nageoires,find 93e schedules,SearchScreeningEvent,6
Where is Priorities on Parade playing,Where ist die Prioritäten auf der Parade spielen,Where est Priorités sur Parade en train de jouer,Where es Prioridades en Desfile jugando,SearchScreeningEvent,6
What Howards End cinema is near?,Was Howards End Cinema ist near?,What Howards End cinema est néar?,¿What Howards End cinema es near?,SearchScreeningEvent,6
find the closest films at a movie house,Finden Sie die klosesten Filme in einem movie house,Find les films les plus fascinants d'une maison de movie,Find las películas más cercanas a una casa de la década de los noventa,SearchScreeningEvent,6
What time is Summer School playing?,Welche Zeit spielt die Summer School?,C'est l'heure de l'école d'été?,¿Qué es lo que está jugando la Escuela de Verano?,SearchScreeningEvent,6
Find the movie schedules for films in the area.,Findet die movie schedules für filme in der area.,Find the movie schedules for films in the area.,Find los schedules de los años noventa para las películas en el area.,SearchScreeningEvent,6
show movie times at Cinemark Theatres,Show movie times im Cinemark Theatres,show movie times au Cinémark Theatres,mostrar los diezmos at de Cinemark Theatres,SearchScreeningEvent,6
Can you let me know where I can watch The Nest?,"Kannst du mich wissen lassen, wo ich das Nest sehen kann?",Peux-tu me laisser savoir ce que je peux regarder The Nest?,¿Puedes decirme por qué puedo ver The Nest?,SearchScreeningEvent,6
Tell me the movie schedules for Mann Theatres,Erzählen Sie mir die Movie-Schedules für Mann Theatres,Dis-moi les schedules movie pour Mann Theatres,Llámeme los schedules de los años noventa para Mann Theatres.,SearchScreeningEvent,6
Find the schedule for films at the closest movie house.,Findet das Schedule für Filme im closest movie house.,Find le schedule pour les films à la maison de movie la plus exquise.,Find el schedule para las películas at la casa más cercana de la década de los noventa.,SearchScreeningEvent,6
I'd like to watch movies at KB Theatres,Ich würde gerne Filme an den KB-Theatern sehen.,Je vais regarder des movies au théâtre KB,Me gustaría ver los cines at KB Theatres,SearchScreeningEvent,6
Where is the nearest movie theatre that is playing Honeysuckle Rose,"Where ist das nearest movie theatre, das spielt Honeysuckle Rose",Where est le théâtre de movie le plus nearest qui joue Honeysuckle Rose,Where es el teatro más nearest de la década de los noventa que está tocando Honeysuckle Rose,SearchScreeningEvent,6
Give me a list of movie times for films in the area.,Geben Sie mir eine Liste von Movie-Zeiten für Filme in der Area.,Donnez-moi un list de temps de movie pour les films en area.,Dame una lista de diezmos para películas en el area.,SearchScreeningEvent,6
What time is Showcase Cinemas playing Straight Is the Way,Was time ist Showcase Kinos spielen Straight Ist der Weg,What time est Showcase Cinémas jouant Straight Is the Way,What time es Showcasse Cinemas jugando Straight Is el Way,SearchScreeningEvent,6
show me the schedule of movie Shadow of a Woman,Zeigen Sie mir das Schedule des Movie Shadow eines Woman,Montrez-moi le schedule de movie Shadow d'un Woman,Muéstrame el schedule de los Shadow de un Woman,SearchScreeningEvent,6
What time is The Mailman playing,"Was ist die Zeit, die der Mailman spielt?","L'heure de la cavale, c'est le Mailman qui joue.",What time es el Mailman jugando,SearchScreeningEvent,6
what is the movie schedules for movies in the area,was ist das movie schedules für movies in der area,what est le schedules movie pour les movies dans l'aréa,what es el schedules de los noventa para los noventa en el area,SearchScreeningEvent,6
What time is Soul Surfer playing,Was time ist Soul Surfer spielen,C'est l'heure du surf de l'âme qui joue.,What time es Soul Surfer jugando,SearchScreeningEvent,6
find the closest movie theatre for films,Finden Sie das closest movie theatre für Filme,Find le plus prestigieux théâtre de movie pour les films,Find the closest de los años noventa theatre para películas,SearchScreeningEvent,6
find The Swindlers at the closest movie house,find Die Windler im closest movie house,Find The Swindlers dans la maison la plus fascinante des movies,Find Los Swindlers at la casa más cercana de la década de los noventa,SearchScreeningEvent,6
Find movie times.,Zeit für die Suche nach Movies.,C'est l'heure du voyage.,Find de los diezmos de la década de los noventa.,SearchScreeningEvent,6
When is Janeane from Des Moines playing at the nearest movie theatre?,When spielt Janeane aus Des Moines im nearest movie theatre?,Qu'est-ce que Janeane de Des Moines joue au théatre de movie le plus near?,¿Wen es Janeane de Des Moines tocando en el teatro más nearest de los noventa?,SearchScreeningEvent,6
Is this film going to be at Malco Theatres?,Geht dieser Film ins Malco-Theater?,Ce film va-t-il être au Malco Theatres?,¿Esta película va a ser at Malco Theatres?,SearchScreeningEvent,6
what's the closest cinema showing animated movies,"Was ist das kloseste Cinema, das animierte Movies zeigt?",Qu'est-ce que la cinée la plus précise montrant des movies animées,¿Cuál es el cine más cercano que muestra los cines no vistos de los años noventa?,SearchScreeningEvent,6
show me movie times at my local theater.,Zeigen Sie mir die Zeit in meinem lokalen Theater.,Montrez-moi les heures de movie à mon théatre local.,Muéstrame los diez centavos de mi teatro local.,SearchScreeningEvent,6
What is the nearest cinema playing Patiala House,Was ist das nearest cinema spielen Patiala Haus,What est la plus nearest cinema jouant Patiala House,What es el cine más nearma jugando Patiala House,SearchScreeningEvent,6
